author,ulasan,like,publis
@MichaelsCross,Saya pengguna xiaomi 11 ultra layar blkng pertma xiaomi meskipun layarnya blkng kecil tp berfungsi bngt asli apalagi video dan foto wah bngt asli apalgi selebar gini bnr bnr kerenn,0,2025-10-29T12:24:32Z
@YtKimKo,Ini lebih worth it dibanding si orange😅😅😅,0,2025-10-29T12:23:45Z
@riiin7871,Penyepong ipong,0,2025-10-29T12:23:24Z
@Pidolan,"Knp harus bingung dengan kata2 xiaomi niru ipon,  jelas2 xiaomi udah ngeluarin tipe hp yg kamera sperti itu di 11 ultra kn 😂😂😂, bisa jd ipon yg niru 😂",0,2025-10-29T12:23:07Z
@keannudandossi7613,"Amati, Tiru, Modifikasi (ATM) + Inovasi 😂😂",0,2025-10-29T12:23:02Z
@bangiqbal2683,Lebih ke desain Xiaomi 11 ultra si yg paling duluan bg,0,2025-10-29T12:23:02Z
@rayreza,Xiaomi 14 ku juga panas bang. Udh punya flagship percayalah jarang banget dipake main game,0,2025-10-29T12:22:23Z
@_RyandiSyahputra,Review Z10R bang 😁,0,2025-10-29T12:21:51Z
@MufidMz,Yang ditunggu-tunggu,0,2025-10-29T12:21:46Z
@fajarsanjaya2877,ini yg dtunggu,0,2025-10-29T12:21:25Z
@taradipa4042,Bg..xiaomi 15T blom di review,0,2025-10-29T12:21:23Z
@dindagraz7putri,xiaomi idaman,0,2025-10-29T12:21:13Z
@Sapp.7420,I prefer fusion reborn.,1,2025-10-29T12:21:08Z
@puturere,"Ayolah bang.. sekarang genshin udh di nod krai
Kenapa benchmark nya di region natlan duh...",0,2025-10-29T12:21:06Z
@AbobKT,Izin promosi  chnel bang masi sepi banget 😂,0,2025-10-29T12:20:59Z
@Mine34-User50,bagus bro,0,2025-10-29T12:20:29Z
@Sangpemantau28,"Arghhh aku mulai goyah nih😂😂
Sabar nunggu iqoo 15 dl lah pokoknya wkwk",0,2025-10-29T12:20:21Z
@ieuaon,"REDMI K90 PRO MAX bang plis , mau tau mnurut bang david speakernya gimnaa 😂😂😂",0,2025-10-29T12:20:13Z
@dikhullchandra8135,Jangan lupa iqoo z10r😅 mwehehe,0,2025-10-29T12:20:07Z
@fendisuseno5452,"Panas panasssss,",0,2025-10-29T12:20:07Z
@rahmatramadhan9940,🔥🔥🔥,0,2025-10-29T12:19:32Z
@Kuningan.Flasher,Mito masih oke si kualitas suara apalagi yang seri limbad,0,2025-10-29T12:19:24Z
@mmahfuzh9027,Tpi entah knp lebih bgs layar belakang di samsung zflip karna bs bs di pake buat main game buka tiktok YouTube,4,2025-10-29T12:19:01Z
@saputradg3430,"Nyimak aja ,susah kebeli 😂",0,2025-10-29T12:18:42Z
@nomero7708,"klik video langsung buru buru liat deskripsi buat beli barangnya, ternyata di pinjemin 😂",0,2025-10-29T12:18:19Z
@tahuyuk900,"Banyak ygbahas ,tapi kanapa gua harus nunggu lu bang yg bahas 
😂",0,2025-10-29T12:18:10Z
@rianakbar7713,Belinya dimana?,0,2025-10-29T12:17:34Z
@MikoTriwibowo,"Apple ketika hapenya selalu dicopy brand lain: santai dulu gak sih😎

ketika iphone cuma munculin benjolan backdoor gk guna kyk poco/xiaomi: woi PLAGIAT, gak ada inovasi, tukang niru🤮🥵🤬😠",1,2025-10-29T12:17:18Z
@carenyuda6792,Itu 15jt sdh harga di indo kah bang,0,2025-10-29T12:17:18Z
@kardinalminangkabawi4979,😂,0,2025-10-29T12:17:08Z
@Copycatto,"8x2 atau 4²
Entah keberuntungan atau kesialan😂",0,2025-10-29T12:17:06Z
@gearzds2766,"18:00 itu wallpaper basic dari xiaomi pad 7 series bang, yang gak di review di channel ini wkwkk",82,2025-10-29T12:17:05Z
@Sant_Official90,yg mau dijajanin hp bang david angkat ✋,0,2025-10-29T12:17:01Z
@dannywahyu2423,👍,0,2025-10-29T12:16:52Z
@Rian_kan,"Sejak 3 tahun lalu gue selalu percaya dan suka dengan xiomi ataupun Huawei 
Keduanya sangat op 🗿👌",0,2025-10-29T12:16:42Z
@thomhasibuan,Next bahas poco f8,0,2025-10-29T12:16:22Z
@ansharanshari7128,"Xiomi kaya mau bilang ""inovasi tuh gini, bukan ga cuma buat lahan kamera nya kosong doang"" Gitu mungkin 

Makasih semua nya udah ribut atau reaksi tiap gw komen",4680,2025-10-29T12:15:55Z
@indrahermawan3950,Seberapa canggih hp android tetep aja bikin story patah" di bandingkan iPhone sattt,0,2025-10-29T12:15:37Z
@18.muhammadragilputraprata93,oke saat nya review REDMI K90 bang David yang katanya antutu nya tembus 4jt,0,2025-10-29T12:14:44Z
@HAGWGAMING,mantab,0,2025-10-29T12:14:43Z
@bahtiar2244,Yg di tunggu2,0,2025-10-29T12:14:42Z
@QeIs-o7p,bg bahasa iqoo z10r baruu keluar tuu,0,2025-10-29T12:13:33Z
@danial-kelantani9504,Tergugat. Mau beli ip atau Xiaomi..,0,2025-10-29T12:13:07Z
@bocahjetise6423,Bang iqoo Z10r gasken,0,2025-10-29T12:12:55Z
@ramadani1838,Kira" masuk indo ga ?,0,2025-10-29T12:12:19Z
@aldiaprian46,"gua liat2 party muvuika premium tuh , muaaahal",0,2025-10-29T12:12:14Z
@nouvalfahlevin5307,Yg nonton sama renot 7 kumpul,0,2025-10-29T12:12:01Z
@ayubdangkua4498,Almdlllh Uda muncul juga🎉,0,2025-10-29T12:11:22Z
@edykurnia8847,"Bang gimana tanggepan abang soalnya lagi rame di fb ada yg gk terima dengan cara abang ngereview hp Di bilang kurang riset dan gk paham teknologi?
Terus Di bandingin dengan chanel lain yg lebih review ke mesinnya secara lebih dlm, gimana tanggepan abang?",0,2025-10-29T12:11:06Z
@autoclubindonesia1653,"Bagus kamera depan kalo biat video selfie, kamera belakang geter2",0,2025-10-29T12:10:45Z
@tianvroh5408,Bahas redmi k90 pro max bg 🔥,1,2025-10-29T12:10:18Z
@alsielhan4166,gatel banget mata gw pengen bersihin kamera tuh hp   8:56,11,2025-10-29T12:10:14Z
@Shaktarde5,Sial kuadrat!😂,0,2025-10-29T12:10:12Z
@rayreza,1+7 = 8 😂,0,2025-10-29T12:09:56Z
@akunjuar,review iqoo z10r dong bang,1,2025-10-29T12:09:45Z
@santysugiarnie,Bahas iqoo z10r bangg,0,2025-10-29T12:09:29Z
@zvxcxczv,18:30 "Adili Jokowi" bagus bang kayak programmer RS Hermina :D,0,2025-10-29T12:09:12Z
@dakipguci2489,saya pecinta hp xiaomi dri mulai redmi 1 redmi 2frime smpe skrg msh setia skeluarga all xiaomi,22,2025-10-29T12:08:54Z
@Mr.hinonaung_18,"Setuju keren memang, iPhone y gimana y mau bilang",1,2025-10-29T12:08:53Z
@jokoherdianto570,apakah akan dipakai menjadi dailydriver om david ...,0,2025-10-29T12:08:44Z
@Maulana939-z9k,"simple aja, rilis ga di indo?",0,2025-10-29T12:08:42Z
@TomiKurniawan-d4q,Gw penonton ke 50rb pas,0,2025-10-29T12:08:42Z
@MasAndy_M,12:41 tambah benchmark geekbench bang,7,2025-10-29T12:08:35Z
@tampan_dan_pemberani123,Bang review Redmi K90,0,2025-10-29T12:08:30Z
@haranfranz4563,"Sayang ultra widenya 0,7",0,2025-10-29T12:08:25Z
@PR4B0W0-X99,Bukan flagship☠️,0,2025-10-29T12:08:21Z
@trihardianto4513,Xiaomi mi  11  ultra  😏 yg ngasih Frame kamera dan layar tambahan,0,2025-10-29T12:08:17Z
@arifgamingxarifgamingx9101,Redmi K90 pro bang,0,2025-10-29T12:08:11Z
@sanursaputra3388,"Bukan Iqbal lagi😅versi Iqbal jg seru, menarik bang🤣🤣🤣",0,2025-10-29T12:07:31Z
@julsangpetualang3949,Hapee show off ini mah masih jauh dibanding I-Phone 17 pro max 😅😂,0,2025-10-29T12:06:51Z
@AzmiYoutube-e6u,Desain mah iphone niru poco,0,2025-10-29T12:06:47Z
@neurozuno,Kalau harga udah nyentuh 15 juta++ itu udah masalah selera sih. Orang yang bisa beli hape diharga 15 juta++ itu udah gak mikir murah dan worth it lagi. Kalau cocok sama selera dia ya dibeli meskipun harganya 25 juta.,0,2025-10-29T12:06:44Z
@fahzudiachmad1358,Siapa yang nyimak aja tapi kagak beli?.,0,2025-10-29T12:06:39Z
@cikibum212,7:30 jangan lupakan mi11 ultra yg udh kapan tahun launcing bang😂,0,2025-10-29T12:06:37Z
@Noval....,🔥🔥🔥🔥🔥🔥🔥🔥,0,2025-10-29T12:06:36Z
@harsenherlian1367,"kok disini murah, perasaan ditoko online mulai dr 20jt",0,2025-10-29T12:06:15Z
@kanekiasta8545,Apakah tanda HP nya bakal ready di indo klo bang david review😂,0,2025-10-29T12:05:49Z
@bayufirmansyah_005,bahas Iqoo z10r bg🙏,0,2025-10-29T12:05:34Z
@roniazhar1725,Hp sebagus ini GK masuk global 😢,0,2025-10-29T12:05:13Z
@zianidatoxic,"Review REDMI K90 PRO MAX bang, 🙏",0,2025-10-29T12:05:13Z
@fiantonoeko419,"Ini bukan review yg pertama,dan saya yakin yg nonton udah pernah nonton di chanel lain,tp nanti view nya dia bisa dapat lebih banyak,emejing memang",1,2025-10-29T12:05:03Z
@k39dj_iw9,"Pembahasan Teknologi memang seru gak ada habisnya,pasti ada yg baru dan unik",0,2025-10-29T12:04:55Z
@hadipajawan6535,"Wah,,, sempurna👍",0,2025-10-29T12:04:29Z
@elstudio907,bang rifiu laptop bang butuh laptop nih,0,2025-10-29T12:04:17Z
@ArmantoSanangka,semoga hp Infinix bisa membuat bren terbaru yang canggih dan sangat ramah di kantong 😅,0,2025-10-29T12:04:13Z
@SILENTman34,Salfok sama kacamata nyaa.,1,2025-10-29T12:04:05Z
@ryokjr7405,1+7 kan 8 bang...lebih hoki..😅,0,2025-10-29T12:03:45Z
@fendTzy,Orang xiaomi juga kan bilang sendiri kalo ni hp emang ditargetin buat bersaing langsung dengan serie iphone 17,0,2025-10-29T12:03:44Z
@attahaliliberr2677,CHIPSET MEDIATEK DiMENSiTi ? AH LEWATTT BUAT DEVICE INI  MAH ❤,0,2025-10-29T12:03:40Z
@risfan08,Bang coba review iqoo Z10r 5g,0,2025-10-29T12:03:29Z
@sebuahsenter4892,bang next time buat tes gaming coba review pake game Wuthering Wave,0,2025-10-29T12:02:27Z
@CRBKtea,fans nya mana yang nyimak dan nonton ajh🤭🤭semoga kalian kebeli hp yang di inginkan dan di impi impikan,82,2025-10-29T12:02:23Z
@Masdidi00,Ada yang ngerasa ga? Kalo kamera android apapun itu kualitas hasil gambarnya berkurang stelah pemakaian 1-2 tahun?,0,2025-10-29T12:02:19Z
@aarosidi,Review iqoo z10 r bang yg lagi rame😊,0,2025-10-29T12:01:55Z
@GunMotoWash,Iphone jd minder di depan xioami,0,2025-10-29T12:01:50Z
@AkbarPranata-q6e,Akhirnya di bahas juga😊😊,1,2025-10-29T12:01:46Z
@sonn.21agian,SIPALING NGERTI GADGET,0,2025-10-29T12:01:32Z
@FenR.Sesshorin,Jangan kasar kasar jangan catok catok itu hp orang🙃,0,2025-10-29T12:01:30Z
@03.ambaribtihalpradiya77,AKHIRNYAA KELUAR JUGA VID YANG DI TUNGGU TUNGGU ARKHHHHH,0,2025-10-29T12:01:24Z
@Bernardbear7,Iphone 📉,1,2025-10-29T12:01:19Z
@ridwan_tricks,"Malah design belakangnya mengingatkan kembali 'Sang Pemilik Naga Terpanas' dulu , Mi11Ultra! 😂",0,2025-10-29T12:01:12Z
@patriciautami130,Warna hijaunya ❤❤❤,0,2025-10-29T12:01:10Z
@adityapyoga,"baru kmren searching gadgetin xiaomi 17 pro max. kok ga ada, eh lgsg bikin skrg wkwk",0,2025-10-29T12:00:30Z
@Pengen.sukses-x7r,"Iphone : "" dasar peniru ""
Xiaomi : "" hey, siapa yg kau sebut peniru?"" peniru! ""
Poco : "".....",0,2025-10-29T12:00:25Z
@AlfianPratamaa,Busett 1 menit = 1rb views kerenn😂,2,2025-10-29T12:00:01Z
@ridwan_tricks,Kotak hp serasa kotak wafer aja tuh Xiaomi😩,0,2025-10-29T11:59:44Z
@vanessamckinney1402,ujungnya sama2 1tb selisih nya gk sampe 10jt😂 udah jelas nasib kembar android nyam...saya pakai 12 pro sejak awal 2022...sampai detik ini belum pernah liat orang lain selain saya yg pake😂,1,2025-10-29T11:59:24Z
@Raynerrichie,100 watt doang 😂😂😂,0,2025-10-29T11:59:14Z
@zizaazizziza,11:57  ada gempa ya bang?,0,2025-10-29T11:59:13Z
@nellifan25,Aku pas nanya di setiap konter Taiwan... Malah belum masuk... Sampe ada pikiran nitip sama boss ku kalau ada kerjaan di China buat beliin... 😅😅😅,0,2025-10-29T11:59:02Z
@nipenk7,Yg niru iphone dan di balas niru serinya,0,2025-10-29T11:58:38Z
@muhamadagusprasetyo8893,Coba Oppo x9 pro,0,2025-10-29T11:58:28Z
@LoHarusTahuu,sayang nya ga masuk Indonesia 😂😢😂,0,2025-10-29T11:57:24Z
@MKT768,21:35  selfi pakai kamera utama dong...,1,2025-10-29T11:57:10Z
@muhamadaenulyaqin5878,"skor antutu mi 15 ku aja 3jt, cuma beda 200rb doang 😅",0,2025-10-29T11:57:09Z
@filmgratis5552,layar belakangnya bisa dipake buat main game tipis2,1,2025-10-29T11:57:04Z
@sabaracelona8137,Siap jual ip15pm..bh 89,0,2025-10-29T11:56:32Z
@brb5993,"Yang ngikutin tuch iphone bang, xiaomi 11 ultra dulu modelnya juga gtu, ada layar belakang tp minus satu kamera aja",0,2025-10-29T11:56:20Z
@juzoomg9010,design kamera belakang kaya mi 11 ultra,1,2025-10-29T11:56:14Z
@frilyagustian29,24:22 agak jomplang bgt ya main cam ke UW,24,2025-10-29T11:55:43Z
@jokerganteng7866,"Di fb rame, gadget in yang katanya tidak tau tekhnologi. 😂😂😂😂",30,2025-10-29T11:55:37Z
@Dapiderman,Halo bang David. Lagi viral di fb.. di kata katain.. gk ngerti teknologi katanya,5,2025-10-29T11:55:33Z
@baniazura2001,Kawan kawan saya sudah banyak nundah pembelian iphone 17 demi nungguh xiomi 17 promex 😊,0,2025-10-29T11:55:28Z
@bksai7768,"Secara status pandangan orang Indo. Xiaomi Masih dipandang sebelah Mata. Apalagi bagi pengguna iPhone mania. Namun, kalau masala inovasi Xiaomi terbilang ok. Yh, semua kembali ke selera Dan ketebalan dompet. Lucu aja sih kalau Masih Ada saling menghina di medsos. Walau seru lihatnya 😂",0,2025-10-29T11:55:20Z
@Amba_Leon,20:54 technologiya,0,2025-10-29T11:55:20Z
@AliandoPedro,Kurang Xiaomi 17air,0,2025-10-29T11:55:18Z
@maryoanfal776,Bg.. Review iqoo z10r dong bang.. Belum mau beli karena belum liat videomu bg.. 🙏,0,2025-10-29T11:55:15Z
@IkhzanAlvin,Kga punya jati diri,0,2025-10-29T11:54:49Z
@Bernardbear7,"Jujur gw mending mlih xiomi sih gw, gw pengguna iphone sejak iphone 4, dari dulu monoton desainya",11,2025-10-29T11:54:29Z
@adieraditz,"Hp doang bagus, di testnya di game yg bisa di jalanin di handpon 2jtaan",0,2025-10-29T11:54:18Z
@DamDfourM,Pake casing yang bisa nampakin foto sama maen game di layar belakangnya,1,2025-10-29T11:54:16Z
@rizkinj2392,1:48 "pasti niru ipong" yups dr segi nama bisa di bilang begitu...tp dr segi disain kayaknya siomay lbh dulu pakek model begitu...,32,2025-10-29T11:54:08Z
@IRFANFDL24,semoga Xiaomi berubah pikiran & bakal rilis resmi Xiaomi 17 Pro & Pro Max di global & Indonesia 🔥,0,2025-10-29T11:54:00Z
@meyshavirginiamalik4919,Ini yg gua tunggu,0,2025-10-29T11:53:57Z
@hidduarhid3936,"Sumpah demen banget gua Ama ni HP, kalau udah masuk ke Indonesia tolong di review lagi bang David, biar tau perbedaan suhunya terimakasih 🙏😊",0,2025-10-29T11:53:52Z
@Ki_jokopinter,Kalo yang casing games itu gimana ya?,0,2025-10-29T11:53:38Z
@risesich930,akhirnya yang ditunggu2,1,2025-10-29T11:53:33Z
@Daryblogg,mirip flag ship samsung ya,0,2025-10-29T11:53:27Z
@benschanel2783,"Sebenarnya IP 13 itu gampang kena green screen apa gak si, serius nanya😢",0,2025-10-29T11:53:02Z
@VanoZx-pd7mj,"Hp idaman, harga lebih ramah di kantong",0,2025-10-29T11:52:55Z
@maretha0636,Widih adalah satu kata yg menunjukkan David lagi bahagia,48,2025-10-29T11:52:50Z
@M.FAQIH1333,"Saya akan beli hp ini, klw nyari duit puluhan juta serasa nyari uang 2jt.",0,2025-10-29T11:52:49Z
@ahmadsyarif98,Case nya ada yg bisa buat game bang,0,2025-10-29T11:52:38Z
@Ayanoyy05,telat bang,0,2025-10-29T11:52:35Z
@nanasupriatna3829,Akhirnya Bang David is back🔥🔥🔥,1,2025-10-29T11:52:30Z
@Linghuangg,Next test performa realmi gt8 bg,0,2025-10-29T11:52:25Z
@ClipSeru77,Nunggu xiomi 17 harga 500rb😊,0,2025-10-29T11:52:16Z
@AndrewVanBouwman,Nunggu Infinix ngeluarin hp yg ada layar belakangnya...pasti murah 😅,0,2025-10-29T11:52:09Z
@tonydrezzid2972,Mending samsung,0,2025-10-29T11:51:51Z
@klepmx,....ATM (Amati Tiru Modifikasi),0,2025-10-29T11:51:36Z
@aspdeni,Mirip xioami 11 ultra,0,2025-10-29T11:51:26Z
@igeltherev3312,29:17 ngeri coy,7,2025-10-29T11:51:14Z
@princeandprince6058,"Tetep iphone hp terbarik, xiaomi hp kentang tukang nyontek",0,2025-10-29T11:51:05Z
@andyjuandy95,Percuma jg skor antutu 3/4 jt ujung" Nya kepanasan gak bakal bisa di pakai rata kanan game berat paling lama sejam atau 30 menit jg udh panas pasti nge frame karena panas rata" Gtu produsen chip gak mikirin apa bisa buat stabil gak perlu kenceng amat ini naikin muli speed ujung" Nya panas gak bisa dinikmatin kenceng nya sesaat doang 😅😅,0,2025-10-29T11:50:59Z
@Qexuen,Penerus Xiaomi 11 Ultra,0,2025-10-29T11:50:11Z
@sulthonmaulanafathuddin7688,"nanya dan saran, imei ke expose apa gapapa ya? takut disalahgunakan",0,2025-10-29T11:50:05Z
@avangardboom1687,Sebenernya ip yg niru poco😂,77,2025-10-29T11:49:58Z
@bakatjatiprasetyo,Bang kapan upload rekomendasi hp per kategori,0,2025-10-29T11:49:21Z
@kalgukjjuhearts2hearts,Akhirnya ada videonya juga,20,2025-10-29T11:49:17Z
@Tjah_Yono,Ora xiaomi ora happy 🧡,108,2025-10-29T11:49:10Z
@AllBoutWorldChannel,"Kalo david udah review hp yang bukan resmi, berarti ini hp menarik banget buat diulas 😂",333,2025-10-29T11:48:36Z
@kartotouyeng7320,"Bro rekomendasi budget 1,1-1,2 midrange second atau entry level?",0,2025-10-29T11:48:34Z
@martinberryaz2690,Wkwkw main genshin gak mampu,0,2025-10-29T11:48:32Z
@kartotouyeng7320,"Bro rekomendasi budget 1,1-1,2 midrange second atau entry level?",0,2025-10-29T11:48:26Z
@hanifmuchlisin1836,"Nambahin bang, xiaomi nyomot desain dari pendahulunya si xiaomi 11 ultra. Apalagi dengan desain layar yg ada dibelakang",0,2025-10-29T11:48:08Z
@hai_dikdik7169,"Gimanapun tetep masih aipon, yang skrang unggul disemua aspek baru Vivo X300. Nunggu resminya lama 😂",0,2025-10-29T11:47:54Z
@pandusatria1879,"iphone 17 series baru unboxing lho gadgetin, blm review",0,2025-10-29T11:47:49Z
@Syarif-z2t,Ini yang di tunggu tunggu,2,2025-10-29T11:47:47Z
@wayrayo,iPhone nyontek ZTE Blade A36 yang sudah launching bulan Juni 2025.,0,2025-10-29T11:47:43Z
@cosmoboi1963,4:12 baru kali ini unboxing hp tapi charger nya yang dikeluarkan dulu sebelum dikeluarin hp nya,1,2025-10-29T11:47:42Z
@budipurwanto85,Xiaomi 17 pro max harga lebih ekonomis dr Iphone 17 pro max 😂😂😂,0,2025-10-29T11:47:27Z
@Bambang-z5e,27:20 kerasa yah perpindahan lensanya 🫠,6,2025-10-29T11:47:19Z
@Alqadri13,SEMOGA DAPAT HP GRATIS HEHE,0,2025-10-29T11:47:15Z
@muhyiddin__5638,Akhirnya bahas Xiaomi 17 P M🎉,0,2025-10-29T11:47:11Z
@AkunMagang-f1x,"Ini yang paling tidak aku suka dari pabrikan cina hampir semua lini produksi ketika rilis di global pasti beda dngn versi yg cina, ataupun ada yg rilis di cina tapi di global tidak rilis

Padahal mereka sudah komitmen untuk masuk ke pasar global tapi mereka kayak masih kesuku an jadi yg ada di cina sama global dibikin beda hampir semua seperti itu mulai dari electronik, game dll semua di bedakan untuk pasar cina dan global

Iphone dan samsung untuk saat ini di dunia hanphone masih mendapat predikat sebgai produsen teknologi yg memberikan teknologi yg sama di seluruh dunia tanpa membedakan, walaupun samsung kadang masih menyematkan cipset buatan untuk kawasan tertentu tapi keseluruhan masih tidak merubah teknologinya",7,2025-10-29T11:47:06Z
@astpclub,jadi pengen,5,2025-10-29T11:46:47Z
@HokuroReinZz,Bang kapan review lengkap iphone 17 series?,0,2025-10-29T11:46:47Z
@IloveGameandKindaFreak,"""Opinimu Terhadap Channel Ini?""

Aku : 😁👍

""Heran Kok Bisa Sih Dapat 13 Juta Subscriber""",5,2025-10-29T11:46:36Z
@MantepGemilang,tim android mana suaranya 👋 ..🤭,6,2025-10-29T11:46:31Z
@yuuvaledstorm,Kemarin ada nemu postingan layar belakang kena light saber. Itu pake nya gimana bjir 🤣🤣🤣🤣,0,2025-10-29T11:46:16Z
@RayendGaming6632,"iPhone niru android : 😡😡😡
Android niru iPhone : 🤓🤓🤓

Double standard wqwq",0,2025-10-29T11:46:13Z
@MohamadReza777,rajin" buat konten bang,1,2025-10-29T11:46:02Z
@mypra6464,"666 angka setan, mangkanya skip 6, Canda guys😂",0,2025-10-29T11:46:00Z
@HokuroReinZz,"Tapi kayanya seri ini ada di bawah seri ultra kalo dilihat dari generasi-generasi sebelumnya soalnya kan ini seri pro biasanya seri pro itu kan dibawah ultra, jadi kemungkinan nanti seri ultra lebih bagus",0,2025-10-29T11:45:52Z
@Pengen.sukses-x7r,"Akhirnya yg ditunggu tunggu, gw rela ga nonton dari reviewer lain cuma mau liat review dari elu bang😂",2,2025-10-29T11:45:38Z
@ahmadnurul8111,jika seri T nya desain nya agak mending pasti dah beli xiaomi,0,2025-10-29T11:45:28Z
@Raditha08,"bang david, tolong review iQOO Z10R, Terima kasih 🙏🏻",0,2025-10-29T11:45:26Z
@Amerisya_usyara333,Iklannya Xiaomi 15t cik,0,2025-10-29T11:45:13Z
@Epheiy,"lama lama nama hp makin panajang,,, ""(nama hp).. 17 pro max ultra super premium power pertamax turbo v-power M1"" 😂😂",0,2025-10-29T11:45:12Z
@corelirik7686,Ini baru namanya inovasi,92,2025-10-29T11:44:53Z
@Yagamiofficial01,saya suka.. nnti klo iphone 18 ada... pepet lgi sama si somay 18 juga 😂😂😂,1,2025-10-29T11:44:52Z
@djoenaedydjoenaedy5021,"Bang David, kita kangen layar yang berevolusi 18: 9",0,2025-10-29T11:44:48Z
@masarifproject7713,semoga bakal masuk resmi ke indonesia❤,6,2025-10-29T11:44:12Z
@naaaa7884,Siomay bisanya bajak teknologi brand lain. Setelah Samsul sekarang ipon,0,2025-10-29T11:44:04Z
@fandiilongchannel467,Wow tidak wow,0,2025-10-29T11:44:01Z
@amarmaruf1221,bang review tws akhir tahun inii!!,0,2025-10-29T11:43:50Z
@NgaNgaa,nah kan akhirnya muncul versi david mantaaaapps,11,2025-10-29T11:43:48Z
@BaworSlajon,😅,0,2025-10-29T11:43:45Z
@areha24,"Meta Ray Ban, balik-balik dari amrik langsung dikasih teaser kecil😁, dari liat komenan belum ada yang sadar dari tadi pake Meta Ray Ban nya, ditunggu repiunya 😁",0,2025-10-29T11:43:34Z
@bennyanthony4728,"Untuk beli hpnya xiami dll buatan luar negeri,, beli di mana?",0,2025-10-29T11:43:24Z
@SeniorPhh-mb2il,BAGUS BAGUS,0,2025-10-29T11:43:17Z
@R10sT1awan,IPhone gak ada inovasi nya cuma itu² aja yang di upgrade,0,2025-10-29T11:43:09Z
@ereinaldy20,"jerryrigeverything udah coba UJI durability XIAOMI sama IPHONE tersebut.. hasilnya mengejutkan. XIAOMI sampe nomer 7 baru muncul goresan halusnya,, sedangkan IPHONE dri nomer 6.. dan ternyata LAYAR XIAOMI bukan gorrila armor  melainkan Dragon Crystal Glass 3.",0,2025-10-29T11:42:58Z
@lowerbeakcet,"Ip kalo ga di pegang seleb dunia, ga laku tuh hp😂",0,2025-10-29T11:42:52Z
@asronbersama5952,Delay suara nya bg,0,2025-10-29T11:42:40Z
@TuanKautsarGaming,Kenapa bro lagi rame amat di Facebook tentang dirimu berawal Dari mana ya?😅,0,2025-10-29T11:42:06Z
@enakseger9272,Tim beli kagak nonton doank ☝️😅,0,2025-10-29T11:41:53Z
@KingEmyu124,Tim yang nontonnya cepet tapi belinya entah kapan,0,2025-10-29T11:41:51Z
@AgoengNeo,hadir di menit 34,0,2025-10-29T11:41:50Z
@fin_pembahas,Bang bahas poco c85,0,2025-10-29T11:41:50Z
@DaxiooTester,layar belakang xiaomi rentan greenline,0,2025-10-29T11:41:40Z
@theidanz6368,Jujur andai ini iphone gue yakin akan sangat sangat hot 😁😅 gempar pastinya tapi syg mereka blm punya ide kesana 🤔,0,2025-10-29T11:41:40Z
@Qwontholodhon,Yang di skip itu 4² soalnya nanti sial nya ikutan ²,0,2025-10-29T11:41:26Z
@cosmoboi1963,"1:01 Kalau dikata sengaja di skip, dulu Xiaomi pernah skip dari Mi 6 ke Mi 8 dulu jadi Mi 7 gak ada",35,2025-10-29T11:40:48Z
@marioadiputranengko4152,Semoga tahun dpn Xiaomi ini masuk indo dah. Keren bgt xiaomi.,10,2025-10-29T11:40:44Z
@DeadWoods21,🤡,0,2025-10-29T11:40:40Z
@AmrazSukma,Masih gedean antutu redmi k90 pro max,0,2025-10-29T11:40:20Z
@juliojackalz,"Memang sih gabole terlalu mendang mending, tp ni udah bener2 mendekati perfect kalo di saya, yang kurang itu cuma fitur magnet bawaan yg kuat seperti di Pixel 10! udah deh ngikut ipong semua dah fiturnya. Kenapa gitu? karena dari kemarin mid sampe flagsip bisa wireless kenceng2 tapi gabisa nyantol acc magsafe mandiri, harus pake casing isi magnet. itu kurang menurut saya yg masi bawa 14T Pro. Wireless charging kenceng tapi ga efektif kalo pake casing isi ring magnet lagi, malah bahkan kadang ga kebaca.

Intinya kalo menurut saya nanti bakal upgrade kalo fitur batere yg baru yg slim+kapasitas gede, dan magnet snap spt pixel 10, sisanya uda pasti GG dah",0,2025-10-29T11:40:12Z
@BagastioOfc,"Mau di bilang niru Iphone, tapi Iphone dibilang niru Poco, yg poco itu xiaomi juga🗿",0,2025-10-29T11:40:07Z
@wawankurniawan5612,di tunggu resmi nyaa,0,2025-10-29T11:40:03Z
@Anonimm77,"""ketika David lagi disini""",26,2025-10-29T11:39:59Z
@JuJuOnTheGo,Semoga tahun depan uda bisa global tipe ini ngiler ui,1,2025-10-29T11:39:36Z
@Legaslegoes02,4² jadi SIALNYA² jg. 😅,0,2025-10-29T11:39:30Z
@blablablubleée,"berarti yg di pinjami  kualitas jeleknya,yg harusnya di limit 3 jt 500,000
yg di pinjamin 3jt 200,000",0,2025-10-29T11:39:21Z
@HyperVanilo,08:16 Mi 11 Ultra?,0,2025-10-29T11:39:18Z
@zeee6078,Akan kujual Xiaomi 15 ini jika 17 Pro Max rilis di Indo,0,2025-10-29T11:39:12Z
@idrismaulana7999,Akhirnya udah lama nunggu bg David review ini,3,2025-10-29T11:38:55Z
@MugiBerkah79,😊,1,2025-10-29T11:38:42Z
